epoch,accuracy,auc_2,learning_rate,loss,precision_2,recall_2,val_accuracy,val_auc_2,val_loss,val_precision_2,val_recall_2
0,0.701629102230072,0.7781922221183777,0.0010000000474974513,0.5821073651313782,0.366059809923172,0.7231855988502502,0.7777217626571655,0.8405067920684814,0.43020400404930115,0.4537671208381653,0.6847545504570007
1,0.75,0.7948718070983887,0.0010000000474974513,0.269024133682251,0.4166666567325592,0.8333333134651184,0.8947368264198303,0.9500000476837158,0.15264518558979034,0.75,0.75
2,0.7357142567634583,0.832354724407196,0.0010000000474974513,0.5005051493644714,0.4077896177768707,0.7877813577651978,0.6255040168762207,0.8501472473144531,0.6623939275741577,0.3373052179813385,0.9484536051750183
3,0.78125,0.96875,0.0010000000474974513,0.19499647617340088,0.5333333611488342,1.0,0.5263158082962036,0.8229166865348816,0.42150747776031494,0.25,1.0
4,0.7383458614349365,0.8439275622367859,0.0010000000474974513,0.4795294404029846,0.41248348355293274,0.8016688227653503,0.7782257795333862,0.8576311469078064,0.44026800990104675,0.45990923047065735,0.7855297327041626
5,0.8125,0.885185182094574,0.0010000000474974513,0.19959327578544617,0.4444444477558136,0.800000011920929,0.6315789222717285,0.75,0.25999677181243896,0.0,0.0
6,0.7520050406455994,0.8597984313964844,0.0010000000474974513,0.46095526218414307,0.4300033450126648,0.824999988079071,0.6365927457809448,0.8614919781684875,0.6808911561965942,0.3471454977989197,0.9691516757011414
7,0.65625,0.9425287246704102,0.00010000000474974513,0.19283626973628998,0.2142857164144516,1.0,0.6842105388641357,0.8382353186607361,0.32444998621940613,0.25,1.0
8,0.7694235444068909,0.8807394504547119,0.00010000000474974513,0.4276745915412903,0.4516899883747101,0.849711000919342,0.7802419066429138,0.861694872379303,0.4363659620285034,0.4613003134727478,0.772020697593689
9,0.84375,0.9519230127334595,0.00010000000474974513,0.15474264323711395,0.5454545617103577,1.0,0.6315789222717285,0.7857142686843872,0.2264186441898346,0.25,0.20000000298023224
