epoch,accuracy,auc_5,learning_rate,loss,precision_5,recall_5,val_accuracy,val_auc_5,val_loss,val_precision_5,val_recall_5
0,0.6923558712005615,0.7693774104118347,0.0010000000474974513,0.5942736864089966,0.35551270842552185,0.7107968926429749,0.7399193644523621,0.8429290056228638,0.5028399229049683,0.4165571630001068,0.8149100542068481
1,0.75,0.9542856216430664,0.0010000000474974513,0.18889890611171722,0.46666666865348816,1.0,0.7368420958518982,0.9852941036224365,0.2356516420841217,0.2857142984867096,1.0
2,0.7411027550697327,0.8376079201698303,0.0010000000474974513,0.49472230672836304,0.4150501787662506,0.79653400182724,0.7520161271095276,0.8526646494865417,0.4714568257331848,0.4275861978530884,0.801033616065979
3,0.71875,0.7925925254821777,0.0010000000474974513,0.2622612714767456,0.3333333432674408,0.800000011920929,0.7894737124443054,0.9166666865348816,0.26108333468437195,0.5,1.0
4,0.7436090111732483,0.8487085103988647,0.0010000000474974513,0.47535496950149536,0.41884297132492065,0.8147910237312317,0.7832661271095276,0.8520424365997314,0.4112393856048584,0.46554622054100037,0.7120822668075562
5,0.75,0.7734375,0.0010000000474974513,0.32653945684432983,0.5,0.625,0.8421052694320679,0.9117646813392639,0.120486319065094,0.3333333432674408,0.5
6,0.75,0.8553892374038696,0.0010000000474974513,0.4646279811859131,0.4264656603336334,0.8181234002113342,0.774193525314331,0.8567802309989929,0.4448328912258148,0.456845223903656,0.7871794700622559
7,0.875,0.9285714030265808,0.0010000000474974513,0.17619790136814117,0.6666666865348816,0.8571428656578064,0.6842105388641357,0.8888888955116272,0.24843230843544006,0.1428571492433548,1.0
8,0.7560150623321533,0.8631232976913452,0.0010000000474974513,0.4498479664325714,0.4332992136478424,0.8161953687667847,0.7560483813285828,0.8511857986450195,0.4480961859226227,0.4323570430278778,0.801033616065979
9,0.75,0.868571400642395,0.0010000000474974513,0.22737377882003784,0.4615384638309479,0.8571428656578064,0.7368420958518982,0.9833333492279053,0.21644750237464905,0.4444444477558136,1.0
