epoch,accuracy,auc_6,learning_rate,loss,precision_6,recall_6,val_accuracy,val_auc_6,val_loss,val_precision_6,val_recall_6
0,0.306265652179718,0.6952863335609436,0.0010000000474974513,1.9155540466308594,0.36943376064300537,0.08421052992343903,0.5650201439857483,0.8787578344345093,1.248961091041565,0.7572964429855347,0.2484879046678543
1,0.375,0.8152669668197632,0.0010000000474974513,0.9486092329025269,0.30000001192092896,0.09375,0.3684210479259491,0.8414127826690674,0.690783679485321,0.6666666865348816,0.10526315867900848
2,0.3892230689525604,0.7663106918334961,0.0010000000474974513,1.5503339767456055,0.62160724401474,0.1463659107685089,0.4052419364452362,0.8271886110305786,1.4749664068222046,0.48022598028182983,0.042842742055654526
3,0.21875,0.74755859375,0.0010000000474974513,0.5379430651664734,0.0,0.0,0.21052631735801697,0.7647737264633179,0.8113798499107361,0.0,0.0
4,0.4066416025161743,0.7970492243766785,0.0010000000474974513,1.457261323928833,0.6243830323219299,0.15852130949497223,0.5942540168762207,0.9011430740356445,1.149181842803955,0.8471074104309082,0.3099798262119293
5,0.53125,0.847412109375,0.0010000000474974513,0.5738131403923035,0.875,0.21875,0.4736842215061188,0.9055863618850708,0.6179592609405518,0.800000011920929,0.21052631735801697
6,0.45062655210494995,0.8166075944900513,0.0010000000474974513,1.4352527856826782,0.6819880604743958,0.22869674861431122,0.6159273982048035,0.9196298718452454,1.0389840602874756,0.8606847524642944,0.36743950843811035
7,0.625,0.863037109375,0.0010000000474974513,0.5449049472808838,0.5714285969734192,0.25,0.4736842215061188,0.9367498159408569,0.5064562559127808,1.0,0.31578946113586426
8,0.44097745418548584,0.8149256110191345,0.0010000000474974513,1.407482624053955,0.6494492888450623,0.2142857164144516,0.3634072542190552,0.8006138801574707,1.5262726545333862,0.43068641424179077,0.16129031777381897
9,0.25,0.716552734375,0.0010000000474974513,0.7208549976348877,0.5,0.125,0.42105263471603394,0.8132501840591431,0.7407194972038269,0.4285714328289032,0.15789473056793213
