epoch,accuracy,auc_4,learning_rate,loss,precision_4,recall_4,val_accuracy,val_auc_4,val_loss,val_precision_4,val_recall_4
0,0.6075187921524048,0.91153883934021,0.0010000000474974513,1.1664056777954102,0.7004021406173706,0.523809552192688,0.7081653475761414,0.9477080702781677,0.7954566478729248,0.7899628281593323,0.6426411271095276
1,0.59375,0.9165038466453552,0.0010000000474974513,0.36832451820373535,0.695652186870575,0.5,0.6842105388641357,0.9572945833206177,0.36894726753234863,0.7647058963775635,0.6842105388641357
2,0.6154135465621948,0.9143949151039124,0.0010000000474974513,1.1710184812545776,0.699177622795105,0.5327067375183105,0.6779233813285828,0.9462414979934692,0.7986473441123962,0.7811653017997742,0.5811492204666138
3,0.625,0.926025390625,0.0010000000474974513,0.8817229866981506,0.75,0.46875,0.6315789222717285,0.8995845317840576,0.6096653342247009,0.6875,0.5789473652839661
4,0.621553897857666,0.9213161468505859,0.0010000000474974513,1.087995171546936,0.7092186808586121,0.5437343120574951,0.7086693644523621,0.9561947584152222,0.7199299931526184,0.766707181930542,0.6360887289047241
5,0.59375,0.9057616591453552,0.0010000000474974513,0.6036118268966675,0.6153846383094788,0.5,0.5263158082962036,0.8905817270278931,0.7319813370704651,0.6428571343421936,0.4736842215061188
6,0.6305764317512512,0.9251976013183594,0.0010000000474974513,1.0965142250061035,0.7190866470336914,0.5604010224342346,0.7197580933570862,0.9523273706436157,0.7710915207862854,0.767971932888031,0.6622983813285828
7,0.625,0.9173991084098816,0.00010000000474974513,1.2050739526748657,0.7083333134651184,0.53125,0.8421052694320679,0.9757617115974426,0.25598153471946716,0.8421052694320679,0.8421052694320679
8,0.6652882099151611,0.9375837445259094,0.00010000000474974513,1.0067862272262573,0.7439873218536377,0.5892230868339539,0.6688507795333862,0.9480847716331482,0.7961345314979553,0.7326139211654663,0.6159273982048035
9,0.65625,0.9160157442092896,0.00010000000474974513,0.9375136494636536,0.7200000286102295,0.5625,0.5789473652839661,0.9332872033119202,0.4610770344734192,0.75,0.4736842215061188
